,0
143,تم دونوں کو شیوسینا انعام میں ابھی آؤنگا کے دماغ میں پہنچ گیا وہ ایک جگہ کھڑا ہوا ہے چار دیواری کو تعمیر ہوتے ہوئے دیکھ رہا تھا
144,علم انسان کے علاوہ کوئی جانور نہیں ہوتا بھی تو بڑی بجلی ہے مگر اس کے دور سے تو اس کی خوراک پوری نہیں ہو سکتی ہو
145,اس کے ذریعہ سے مخاطب کیا گیا ہے جو کہ بہت عرصے بعد اس سے جلیبی کی ضرورت ہو رہا تھا اس لیے وہ رابطہ ہوگیا تھا پھر اس نے پوچھا تھا
146,کیا تم بول رہے ہو میں سوتی بول رہی ہوں شاید آپ مجھے جانتے ہو کہ آخر وہ جانتا ہوں میری بیٹی تمہارے شعور سے بھائی جان
147,کیا کر رہی ہو اس کو میں نے اور سونیا نے اغواء کیا ہے اب اسے آپ کے علاقے میں لا رہے ہیں میں خوش آمدید کہتا ہوں کے میں کھلے میدان
148,ضرور ہیں وہ اکثر برف سے ڈھکے رہتے ہیں ایسا کوئی اور راستہ نہیں ہے جہاں تیار کرسکیں راستہ نہ ہو تو بنایا جاتا ہے یہ بتاؤ یار کب تک
149,لکڑی کی کرسی کے پاس گیا اور جس کا معائنہ کیا شکریہ ہلو یہاں تو دلچسپ چیز بھی موجود ہے
150,سکتا ہے کہ تیار ہو کر سکے اور ایسا ہو جائے گا تم اطمینان رکھو بہت شکریہ میں موجود
151,ضروری ہے ہاں ضرور جاؤں ہوسکے تو سب اتور بازار قائم کرو ان کے بارے میں مجھے کچھ پتہ ہو آپ فکر نہ کریں جس طرح آپ
152,میں آپ کو بعد میں آ کر بتاؤں گی اور سونے کے پاس پہنچ گیا وہ تیار پوری طرح دونوں کے کنٹرول میں تھا پلیٹوں میں کوئی جان نہیں سکتا تھا ادھر کا دروازہ
153,زندہ سے بند ہو چکا تھا ادھر لوڈ کی صورت میں کا پیار سونیا کے ہاتھ میں تھا دوسرا ہتھیار ٹیلی پیتھی کی صورت میں اس کے پاس تھا
154,تیار ہوا کیا جارہا ہے وہ کچھ دن پہلے رمضان کی رپورٹ سے پرواز کر چکا ہے کل کتنے ایرپورٹ میں سیکورٹی فورسز پہنچ گئی تھی کیونکہ ہمارے طیارے کے پائلٹ نے فیول
155,شریف لائیو رپورٹ کو بتا دیا تھا ورم کے بعد وہ جگہ اور کلکتہ کی فضا میں پرواز کرتا ہوا دہلی کی طرف جانے والا تھا دی گئی تھی وہ جس ملک سے بھی کوئی
156,کوئی پریشان کرے یا کوئی ٹیکنیکل خرابی ہوئی تو تیار ہو کسی جگہ اترنا پڑے گا اس صورت میں وہ خرابی دور کرنے کے بعد پھر کسی رکاوٹ کے بغیر
157,فلائنگ جاٹ میں بتایا گیا تھا کہ دہلی کے بعد وہ پنڈی اور ایران سے گزرتا ہوا انقرہ پہنچ جائے گا تو ٹائم نہیں بتائی گئی تھی منزل
158,کیا ہے میں غریب ہوں جہاں جہاں حقیقت معلوم ہے کہ آپ دونوں بچوں کے ساتھ طیارے میں پہنچ گئی ہیں اور وہ دعویٰ کیا جا رہا ہے
159,پاس آنے میں دیر ہوئی تو اس کے اندر اپنے معاملات میں کچھ بھی تھی وہاں سے فارغ ہوئی تو تمہاری خیریت معلوم کرنا
160,ہم چاہیں تو تمہیں گولی بھی مارسکتے ہیں اس پر میں نے جواب دیا دیر کیوں کرتے ہو گولی مار دوں اس کے بعد پتہ نہیں تم میں سے کتنے ٹیلی پیتھی
161,اندھے کی گولیوں کا نشانہ بنتے رہیں گے وہ کبھی سوچ بھی نہیں سکتے تھے کہ میں اپنے دونوں بچوں کے ساتھ کتنی آسانی سے نکل جاؤں گی یقینا
162,ولی قندھاری نہیں رہے گا سبتمبر کہیں گے کہ ہمارا لیڈر مجھے پیرس پروانے کا
163,علم میرا کام نہیں چلے گا تم جہاں جانا چاہو گی میں پہنچا دوں گی بس ایک دوست کے ناطے مشورہ دیتی ہوں غلط کاموں سے باز آجاؤ
164,اقبال کی سب کچھ چھوڑ سکتی ہیں بشرطیکہ باعزت طریقے سے روزگار حاصل ہوسکے یہ کوئی بڑی بات نہیں ہے تم چاہو تو میں تمہیں ایسی جگہ پہنچا تو
165,جہاں تمہاری باقی زندگی آرام سے گزار سکے ہم سب سے بڑی بات اور کیا ہو سکتی ہے آپ جہاں کہیں بھی میں اپنے شوہر اور بچوں کے ساتھ چلی جاؤنگی
166,مسائل بہت کوئی دیکھ لیا بلون میں چلتے ہیں اس وقت ہوں اُس کا چہرہ بہت سنجیدہ اور پریشان لگ رہا تھا اور میں کچھ سوچتے ہوئے بہت
167,میزبانی کی تھی میں نے اس بندے کی حیثیت سے پوچھا یہ کیا ہو رہا ہے اس نے جواب دیا میں اپنے ہوٹل میں بیٹھی ہوئی تھی کہ اچانک بھارتی فوج کے افسران ہیں
168,نیپالی حکومت کے سربراہ بھی تھے سب نے معذرت چاہتے ہوئے کہا کہ انہوں نے مجھے پہچاننے میں غلطی کی تھی اگرچہ پاسپورٹ اور دیگر ضروری کاغذات کے ذریعے میں
169,کی بات یہ ہے کہ میں اپنے کاغذات کے مطابق پہلے ہی بعد یعقوب کی شادی ہونے کا دعویٰ کرتی آئی ہیں ان کے مطابق مجھے شہزادی تسلیم کر رہے ہیں
170,مرزا یہ میرے باپ ڈاکٹر سے رابطہ قائم کرنا چاہتے ہیں ہمارے قبیلے سے دوستانہ تعلقات استعمال کرنا چاہتے ہیں تم سے مل سکتی ہوں کہ وہ دوستی کیوں کر رہے ہیں
171,پھر ادھر ادھر چکر لگانے کے بعد اس نے کہا کہ اسی لیے بہت ضروری ہے کہ میری باتوں پر مکمل عمل کریں پوری طرح معاملہ بہت سنجیدہ غلطی سے آپ کی
172,اچھا یہ بتاؤ بھارتی حکومت تمہارے باپ سے دوستی کرنے کے لیے کیا کیا کاروائی کر رہی ہے ابھی تو مجھے شاہی مہمان رکھا کیا ہے
173,کیا جا رہا ہے کہ چار باتوں سے کس طرح رابطہ قائم کیا جا سکتا ہے جب کہ ہمارے یہاں بیرونی دنیا سے رابطہ قائم کرنے کا کوئی خاص تجربہ نہیں ہے مالک میرا
174,یہ طریقہ کار اختیار کیا تھا وہ اپنے قبیلے والوں کو بیرونی دنیا سے رشتہ جوڑنے کا موقع نہیں دیتے تھے مگر اس قبیلے کی کوئی عورت کسی ملک میں جاکر شادی کر لی تھی
175,یا مرد شادی کر لیتا تو پھر انہیں بعد یہ خواب میں واپس آنے کی اجازت نہیں دی جاتی تھی جب وہ اپنے لوگوں کو واپس آنے کی اجازت نہیں دیتے تھے تو پھر کسی
176,ابھی وہاں پہنچ گئی تھی ہماری دنیا میں مذہبی تبلیغ کے معاملے میں سب سے پہلے بدھ مت کی صورت حاصل ہے اس نے والوں نے دنیا کے نیچے تک ہر ملک میں
177,پاک یہ ہر شہر میں تبلیغ کی اس کے بعد ایس آئی مشن ہے جو موجودہ دور میں بدھ مذہب سے بھی زیادہ اپنا پھیلاؤ رکھتا ہے اس کے باوجود ایسا ہی میں
178,کی پرواز کے دوران دیکھا جائے تو وہ پہاڑی سلسلہ اردو کے حروف کی شکل کی مانند دکھائی دیتا ہے اسی لئے قدیم داستانوں میں اس کی وادی کو بتا دیا
179,کہا گیا اور اب بھی کہا جاتا ہے ان پہاڑوں کا قدرتی کٹاؤ اور گھر ایسا ہے کہ بیرونی حملہ آور فضائی حملے نہیں کر سکتے جہاں
180,ان کا تعلق ہے تو وہ اللہ ہمیشہ پر سے تھک رہتا ہے ہے رہتا ہے
181,بیرونی حملہ آور برفانی علاقے میں نہیں آسکتے موسم سرما میں حملہ کرنا چاہیں تو کبھی لے کے لوگ نہیں آتے ہیں میں آباد ہیں ان کا
182,چھوٹے چھوٹے ملکوں کا اپنا محتاج بنائے رکھنے کی کوشش کرتے ہیں وہاں تخریبی کاروائیوں کی اتنی پسند کی حکومت قائم کرتے ہیں ہیں ہیں
183,کے علاقے کو اپنے زیر اثر رکھنے کی کوشش نہیں کی اس کی ایک وجہ یہ ہے کہ وادیاں کا راستہ بہت دشوار گزار ہے آج بھی گھوڑے پر بیٹھ کر
184,دوسرے ممالک توجہ نہیں دیتے اس یقین کے ساتھ کوئی اور توجہ نہیں دے رہا ہے اب حالات بدل گئے تھے اقاف کی اہمیت کیسی ہو گئی تھی
185,جیسے وہاں ایٹم بم میں ہائیڈروجن کا ذخیرہ کیا جا رہا ہوں بلکہ اس سے بھی زیادہ اہمیت تھی کہ ڈویژن کے بغیر کہیں اور بھی ہو سکتے تھے
186,دماغ میں پہنچ گیا وہ اکابرین کا سکون غارت ہو گیا تھا دشمن تیری ساون کی طرح ہاتھ سے پھسل گئی تھی کوئی بچی ہو تو پنجرے میں قید کر لیا جائے
187,کوئی آنسو تو اپنے سینے میں دفن کر کے رکھا جائے لیکن جلیبی کا تعلق کہاں سے ہے سوچ کی لہریں ہوا کے ساتھ ساتھ ایک جمعہ سے دوسرے جمعہ تک پہنچتی ہیں وہ ٹیلی ویژن
188,آپ سوتیلے باپ سے کہیں کہ آپ کے سر میں درد ہے اور جب باپ کمرے میں سونے چلا جائے تو اپنی کھڑکی کھولی اور لیمپ سے اشارہ
189,چکی تھی لہٰذا یہ صدمہ وہی جانتے ہیں جو حاصل کرکے کو دیتے ہیں پھر پوچھتے رہتے ہیں ایک دوسرے پر الزامات عائد کرتے رہتے ہیں
190,کالعدم تنظیم کے اجلاس ہوئے تھے ان لوگوں کا شریک ہو رہے تھے تنظیم والے اکابرین بھی شامل ہوتے تھے اور سب ایک ہی سوال کرتے تھے کہ رستے بھی یہاں
191,آ گئی تھی ایک عہدے دار نے کہا میں اسے کہتا ہوں جس وقت پارٹی کو ہمارے ہائی کورٹ سے رجوع کرنے کے لئے پاور کے آدمی تھے اور انہوں نے فرض گولیمار
192,ان کو حکم دیا تھا کہ جوش میں آئی تھی اور وہ پانی کے قابل ہو گئی تھی تب سے اس نے بھی اس روایت کو چھپائے رکھا ہمیں بے وقوف
193,کریں پھر کی کھلی چھوڑ دیں تاکہ ہم سرائے آ کر اس کھڑکی کے ذریعے آپ کے کمرے میں آجائیں اور آپ جس پرانے قبر میں مرمت ہو رہی ہے
194,آئینی اختیار کر گئی ہے
195,گوہر ایوب اور سجاد دروازوں اور کھڑکیوں کے پاس آکر اپنی پوزیشن سنبھال لی تھی تاکہ لوگ اپنے مکان کے سامنے گزرنا چاہیے تو فائرنگ شروع کر دی
196,جس کے پاس کھڑا ہوا تھا اس کا ایک بند تھا اس کے پیچھے اس نے کچھ دیکھا پھر بجلی کی تیزی سے بڑھتا ہے کیا اس کمپنی سے جو این آراو بالائی منزل کی طرف
197,اس کا تو نیچے آنا چاہتا تھا اس نے فائرنگ کی گئی تھی یہ سمجھ آ گیا تھا کہ مکان کے سامنے علی کا کرنا چاہے گا تو اس پر گولیاں ہی برستی رہی
198,سجا کے باہر کا نتیجہ یہ ہوا کہ لوگ آپ پر نیچے نہیں آیا پرواز کرتا ہوں آپ کے سامنے ایک چکر کاٹے اور نظروں سے اوجھل ہو گیا مگر اس کی آواز آ رہی ہے
199,یہ معلوم نہیں کر سکتا کہ اس مکان کے باہر کے اوپر کیا ہو رہا ہے میری باتوں کے دوران ہیلی کاپٹر کی آواز جانے لگی پھر رفتہ رفتہ وہ اس کو ہوگی
